orderid,shipcity,shipstate,shippostalcode,shipcountry,courier_status
408-2398227-7807552,HUBBALLI,KARNATAKA,580023.0,IN,Shipped
406-6562231-1005110,NEW DELHI,DELHI,110058.0,IN,Shipped
408-8369778-8012338,BENGALURU,KARNATAKA,560059.0,IN,Shipped
407-8906792-3067563,DHARMANAGAR,TRIPURA,799250.0,IN,Shipped
406-8952281-3638762,THIRUVANANTHAPURAM,KERALA,695009.0,IN,Shipped
403-5744417-7365969,GHAZIABAD,UTTAR PRADESH,201005.0,IN,Shipped
171-4772311-4657103,SURAT,Gujarat,395007.0,IN,Unknown
402-3015366-6946700,Bengaluru,KARNATAKA,560008.0,IN,Shipped
405-6082314-2764324,BENGALURU,KARNATAKA,560024.0,IN,Shipped
404-6334429-8355529,HYDERABAD,TELANGANA,500084.0,IN,Shipped
406-8970690-5821128,Satna,MADHYA PRADESH,485001.0,IN,Shipped
404-6186683-4267560,MANGALURU,KARNATAKA,575001.0,IN,Shipped
408-7115292-8677123,SIDHI,MADHYA PRADESH,486661.0,IN,Shipped
405-7007164-2814769,BENGALURU,KARNATAKA,560084.0,IN,Shipped
171-9781886-4517125,PUNE,MAHARASHTRA,411036.0,IN,Shipped
171-4844170-5617164,MUMBAI,MAHARASHTRA,400102.0,IN,Shipped
406-1213742-7260349,CHENNAI,TAMIL NADU,600003.0,IN,Shipped
405-4558544-7448349,AGARTALA,TRIPURA,799003.0,IN,Shipped
408-5222681-8599527,Mandi,HIMACHAL PRADESH,175008.0,IN,Unshipped
404-3908507-9632358,GURUGRAM,HARYANA,122001.0,IN,Shipped
406-8618066-7209928,VADODARA,Gujarat,390019.0,IN,Shipped
408-2552728-8217136,Kolkata,WEST BENGAL,700048.0,IN,Shipped
404-2417347-9633938,"Durganagar ,Nimta south",WEST BENGAL,700049.0,IN,Shipped
406-7370859-8167524,DURG,CHHATTISGARH,491001.0,IN,Shipped
406-7370859-8167524,DURG,CHHATTISGARH,491001.0,IN,Shipped
408-0427509-8409960,GORAKHPUR,UTTAR PRADESH,273001.0,IN,Shipped
408-5956738-7480347,KARIMPUR,WEST BENGAL,741152.0,IN,Cancelled
403-8059355-5233928,MUSTAFABAD,HARYANA,133103.0,IN,Shipped
407-1450322-3656343,AGARTALA,TRIPURA,799006.0,IN,Shipped
408-2838196-8468356,Koothparamba,KERALA,670612.0,IN,Cancelled
403-5897087-6057916,ERNAKULAM,KERALA,682017.0,IN,Shipped
403-3063667-9668367,Kattangal,KERALA,673601.0,IN,Shipped
407-9068980-0519517,GURUGRAM,HARYANA,122001.0,IN,Unknown
403-6574556-1329104,SIKAR,RAJASTHAN,332001.0,IN,Shipped
407-0005757-3281121,BENGALURU,KARNATAKA,560100.0,IN,Shipped
402-7037716-9456300,NASHIK,MAHARASHTRA,422101.0,IN,Shipped
403-6907642-9162700,GURUGRAM,HARYANA,122017.0,IN,Shipped
406-9093405-4105951,GREATER NOIDA,UTTAR PRADESH,201308.0,IN,Shipped
171-5452338-0120319,GWALIOR,MADHYA PRADESH,474001.0,IN,Unshipped
403-0632972-0395504,NEW DELHI,DELHI,110023.0,IN,Shipped
403-0632972-0395504,NEW DELHI,DELHI,110023.0,IN,Shipped
406-7315579-0029125,PATNA,BIHAR,800003.0,IN,Shipped
407-4626631-6735557,Ranchi,JHARKHAND,834002.0,IN,Shipped
171-4937589-2990741,THANE (W),MAHARASHTRA,400601.0,IN,Unknown
408-6514205-9009132,BENGALURU,KARNATAKA,560046.0,IN,Shipped
407-4906269-5608340,GWALIOR,MADHYA PRADESH,474011.0,IN,Shipped
403-8469910-7471515,MUMBAI,MAHARASHTRA,400101.0,IN,Shipped
406-2351885-6536363,GREATER NOIDA,UTTAR PRADESH,201306.0,IN,Shipped
408-2880568-9924335,Dabi,RAJASTHAN,323022.0,IN,Shipped
171-0448076-6177169,GWALIOR,MADHYA PRADESH,474001.0,IN,Cancelled
408-1329197-8563523,NOIDA,UTTAR PRADESH,201310.0,IN,Shipped
171-5819619-6076323,NOIDA,UTTAR PRADESH,201304.0,IN,Shipped
408-8453136-4220333,BENGALURU,KARNATAKA,560059.0,IN,Unknown
408-8453136-4220333,BENGALURU,KARNATAKA,560059.0,IN,Unknown
407-7781251-2009134,ARWAL,BIHAR,804421.0,IN,Shipped
406-0881761-3829152,THANE,MAHARASHTRA,401107.0,IN,Shipped
171-8169654-0282758,THIRUVANANTHAPURAM,KERALA,695009.0,IN,Shipped
407-4792111-0135512,PAKAUR,JHARKHAND,816107.0,IN,Cancelled
403-7790316-3965142,ERNAKULAM,KERALA,686664.0,IN,Shipped
403-3018480-3727511,COIMBATORE,TAMIL NADU,641041.0,IN,Unshipped
171-8197669-4514719,HYDERABAD,TELANGANA,500080.0,IN,Shipped
171-8197669-4514719,HYDERABAD,TELANGANA,500080.0,IN,Shipped
171-0836624-0565930,HYDERABAD,TELANGANA,500080.0,IN,Shipped
404-2251624-2563520,PHIRANGIPURAM,ANDHRA PRADESH,522529.0,IN,Shipped
402-4809412-0843557,PUNE,MAHARASHTRA,411037.0,IN,Shipped
405-0010015-4883533,DHANBAD,JHARKHAND,826001.0,IN,Shipped
407-4031239-2645940,NEW TOWN,WEST BENGAL,700059.0,IN,Shipped
404-0421234-0915563,Bengaluru,KARNATAKA,560100.0,IN,Shipped
406-5667481-9041162,JAIPUR,RAJASTHAN,302004.0,IN,Shipped
408-5555656-3236357,MUMBAI,MAHARASHTRA,400063.0,IN,Shipped
404-4589791-2786708,HYDERABAD,TELANGANA,500072.0,IN,Shipped
403-2767472-6078763,CHENNAI,TAMIL NADU,600004.0,IN,Shipped
171-5080344-2642762,PUNJAIPULIAMPATTI,TAMIL NADU,638459.0,IN,Shipped
407-0481881-2040338,BENGALURU,KARNATAKA,560093.0,IN,Shipped
407-0754626-8489962,BENGALURU,KARNATAKA,560086.0,IN,Shipped
171-9911915-2972305,ATTUR,TAMIL NADU,636121.0,IN,Cancelled
402-9432533-7479564,CHENNAI,TAMIL NADU,600077.0,IN,Shipped
407-6091750-4052349,BURDWAN,WEST BENGAL,713101.0,IN,Shipped
407-2970552-6916329,BENGALURU,KARNATAKA,560093.0,IN,Shipped
404-0320130-2175570,MUMBAI,MAHARASHTRA,400072.0,IN,Shipped
407-8491386-7513905,KOLKATA,WEST BENGAL,700024.0,IN,Shipped
402-2340256-8452344,KADAPA,ANDHRA PRADESH,516001.0,IN,Shipped
404-4388660-6585119,HYDERABAD,TELANGANA,500050.0,IN,Shipped
402-7129551-3020368,MUMBAI,MAHARASHTRA,400093.0,IN,Shipped
404-8195158-0485119,HYDERABAD,TELANGANA,500050.0,IN,Cancelled
405-3573479-2335568,Badlapur,UTTAR PRADESH,222125.0,IN,Shipped
406-9301872-7024303,HYDERABAD,TELANGANA,500083.0,IN,Shipped
407-6622658-9113933,JAIPUR,RAJASTHAN,302006.0,IN,Shipped
404-0988705-4509952,UDAIPURudipur,RAJASTHAN,313002.0,IN,Shipped
408-1488767-6233131,Bangalore,KARNATAKA,560004.0,IN,Shipped
408-7793080-5013131,ADAMPUR,PUNJAB,144102.0,IN,Unshipped
407-9889269-9425948,SATHUPALLY,TELANGANA,507303.0,IN,Cancelled
407-8264638-7712330,Bhubaneswar,ODISHA,751021.0,IN,Shipped
407-9387918-0381160,"CHAMARAJANAGAR, district and subdistrict",KARNATAKA,571127.0,IN,Shipped
408-5393823-3123507,KRISHNAGIRI,TAMIL NADU,635103.0,IN,Shipped
408-6355041-7822721,TUMAKURU,KARNATAKA,572102.0,IN,Shipped
403-8633675-1564338,KOLKATA,WEST BENGAL,700017.0,IN,Shipped
406-6226473-6333942,AHMEDABAD,Gujarat,380015.0,IN,Shipped
404-0245790-3993938,GURUGRAM,HARYANA,122002.0,IN,Shipped
405-1672370-8030709,BHUBANESWAR,ODISHA,751012.0,IN,Shipped
405-2393676-7607555,NEW DELHI,DELHI,110075.0,IN,Shipped
406-1847114-6341968,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
406-8755475-2541930,HYDERABAD,TELANGANA,500083.0,IN,Cancelled
406-0228802-0388320,GURUGRAM,HARYANA,122101.0,IN,Shipped
403-7731653-2524344,PUNE,MAHARASHTRA,411042.0,IN,Shipped
408-7711172-2517114,Aluva,KERALA,683102.0,IN,Shipped
408-8136826-7727557,LUDHIANA,PUNJAB,141003.0,IN,Unshipped
408-5278589-7250768,Koothparamba,KERALA,670612.0,IN,Cancelled
404-6841683-9125139,Pune,MAHARASHTRA,411060.0,IN,Shipped
406-2195259-9860347,UNNAO,UTTAR PRADESH,209863.0,IN,Shipped
402-9132633-0616347,CHENNAI,TAMIL NADU,600113.0,IN,Shipped
402-9132633-0616347,CHENNAI,TAMIL NADU,600113.0,IN,Shipped
171-5977193-3394716,HYDERABAD,TELANGANA,500068.0,IN,Shipped
404-6670574-3595532,HYDERABAD,TELANGANA,500089.0,IN,Shipped
407-1155185-7490706,Bangalore,KARNATAKA,560075.0,IN,Shipped
407-7237302-6113116,CHENNAI,TAMIL NADU,600054.0,IN,Cancelled
404-1507470-1747526,THIRUVANANTHAPURAM,KERALA,695011.0,IN,Shipped
405-3848499-2762701,KAWARDHA,CHHATTISGARH,491995.0,IN,Shipped
403-7109129-1137901,KOLKATA,WEST BENGAL,700017.0,IN,Cancelled
171-2995842-6829951,LUCKNOW,UTTAR PRADESH,226022.0,IN,Shipped
404-8447033-1025911,VADODARA,Gujarat,390009.0,IN,Shipped
405-5181514-3737165,BHANDARA,MAHARASHTRA,441904.0,IN,Shipped
408-6706673-8229140,BENGALURU,KARNATAKA,560068.0,IN,Shipped
407-2189275-1036325,AHMEDABAD,Gujarat,380015.0,IN,Shipped
407-2189275-1036325,AHMEDABAD,Gujarat,380015.0,IN,Shipped
407-2189275-1036325,AHMEDABAD,Gujarat,380015.0,IN,Shipped
402-8043456-5025169,GURUGRAM,HARYANA,122017.0,IN,Shipped
408-1088525-0437127,BENGALURU,KARNATAKA,560068.0,IN,Shipped
404-7992542-0673954,HYDERABAD,TELANGANA,500100.0,IN,Shipped
405-0583775-1791522,GUWAHATI,ASSAM,781006.0,IN,Shipped
406-3190857-9461900,AURANGABAD,MAHARASHTRA,431113.0,IN,Shipped
405-6912504-9586703,NEW DELHI,DELHI,110092.0,IN,Cancelled
403-5537805-6140340,HYDERABAD,TELANGANA,500096.0,IN,Shipped
405-1219156-3358703,Ponda,Goa,403401.0,IN,Shipped
403-8768136-7946758,BHILWARA,RAJASTHAN,311001.0,IN,Shipped
405-2716171-7705963,GUWAHATI,ASSAM,781006.0,IN,Shipped
407-8078759-6933143,AHMEDABAD,Gujarat,380015.0,IN,Unshipped
405-4593905-2637118,THANE,MAHARASHTRA,400610.0,IN,Shipped
407-8320605-9204320,NAGPUR,MAHARASHTRA,440022.0,IN,Shipped
402-7996190-8950735,Ahmedabad,Gujarat,380054.0,IN,Unshipped
406-8187641-0481911,NOIDA,UTTAR PRADESH,201309.0,IN,Shipped
171-9701484-5977115,PUNE,MAHARASHTRA,411048.0,IN,Shipped
408-0047374-7401172,SOHNA,HARYANA,122102.0,IN,Cancelled
404-5731786-9838717,BENGALURU,KARNATAKA,560077.0,IN,Shipped
407-3577898-9942752,Bangalore,KARNATAKA,560075.0,IN,Shipped
404-8306294-1981150,KANNAMANGALAM ALAPPUZHA DISTRICT,KERALA,690109.0,IN,Shipped
171-2094587-1273947,FAIZABAD,UTTAR PRADESH,224001.0,IN,Shipped
406-5613958-6840356,CHENNAI,TAMIL NADU,600115.0,IN,Shipped
404-4645748-5391534,KOTTAYAM,KERALA,686006.0,IN,Shipped
408-2735128-3144345,MUMBAI,MAHARASHTRA,400018.0,IN,Shipped
405-6354126-8186713,HYDERABAD,TELANGANA,500010.0,IN,Cancelled
171-6761782-3837126,DARWHA,MAHARASHTRA,445202.0,IN,Cancelled
171-2071772-8065102,DARWHA,MAHARASHTRA,445202.0,IN,Unknown
408-2125543-5222739,HYDERABAD,TELANGANA,500035.0,IN,Shipped
402-8591840-5169926,NASHIK,MAHARASHTRA,422009.0,IN,Shipped
408-7115257-5917968,BENGALURU,KARNATAKA,560037.0,IN,Cancelled
404-6421768-3975553,CHENNAI,TAMIL NADU,600010.0,IN,Shipped
406-0664214-0565901,GANDHINAGAR,Gujarat,382007.0,IN,Shipped
406-6654356-1406743,PUNE,MAHARASHTRA,411005.0,IN,Shipped
171-0397179-0653959,FARIDABAD,HARYANA,121008.0,IN,Shipped
403-8830011-0847518,DARJEELING,WEST BENGAL,734101.0,IN,Shipped
171-9505168-0172361,BENGALURU,KARNATAKA,560037.0,IN,Unshipped
171-6511210-8329166,AHMEDABAD,Gujarat,380052.0,IN,Shipped
406-2208895-0303502,GANDHINAGAR,Gujarat,382007.0,IN,Cancelled
408-5474125-0153929,GURUGRAM,HARYANA,122006.0,IN,Shipped
408-0219673-0623574,TIRUR,KERALA,676107.0,IN,Shipped
402-6318341-1729152,CHENNAI,TAMIL NADU,600110.0,IN,Shipped
408-1010359-0815503,BENGALURU,KARNATAKA,560001.0,IN,Unshipped
402-5065187-7484301,Bengaluru,KARNATAKA,560085.0,IN,Shipped
402-5065187-7484301,Bengaluru,KARNATAKA,560085.0,IN,Shipped
402-3150075-8477926,CHANDIGARH,CHANDIGARH,160022.0,IN,Shipped
407-0406998-2615533,RANCHI,JHARKHAND,834008.0,IN,Shipped
407-2583159-9167501,Dharmapuri,TAMIL NADU,636701.0,IN,Shipped
402-8752065-8055526,GURUGRAM,HARYANA,122001.0,IN,Shipped
403-4453945-9989966,BERHAMPORE,WEST BENGAL,742101.0,IN,Shipped
171-4171023-0313136,Nagpur,MAHARASHTRA,440009.0,IN,Unknown
171-5855001-3357965,KADUNGALLOOR,KERALA,683110.0,IN,Shipped
406-9999540-4771563,mumbai,MAHARASHTRA,400078.0,IN,Shipped
405-2241700-0331512,MUMBAI,MAHARASHTRA,400050.0,IN,Shipped
408-9061328-8123531,NELLORE,ANDHRA PRADESH,524003.0,IN,Shipped
406-9220690-6384306,PATNA,BIHAR,801503.0,IN,Shipped
402-0290754-3190708,KANCHEEPURAM,TAMIL NADU,631502.0,IN,Shipped
408-6125977-4183535,PATNA,BIHAR,800001.0,IN,Shipped
406-3375690-7207555,Chennai,TAMIL NADU,600096.0,IN,Shipped
406-0045493-6274778,Chennai,TAMIL NADU,600096.0,IN,Shipped
402-9576812-8867528,THIRUVANANTHAPURAM,KERALA,695009.0,IN,Shipped
404-8315972-5793133,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201309.0,IN,Cancelled
408-4996506-8266710,HYDERABAD,TELANGANA,500097.0,IN,Shipped
404-1063144-4567504,KHANDWA,MADHYA PRADESH,450001.0,IN,Shipped
405-4849949-2177966,MANGALURU,KARNATAKA,575006.0,IN,Shipped
405-3509555-3569962,VADODARA,Gujarat,391101.0,IN,Shipped
407-2675096-0583503,MURWARA KATNI,MADHYA PRADESH,483504.0,IN,Shipped
406-1041016-3828369,SAMBALPUR,ODISHA,768002.0,IN,Shipped
406-9459295-8485143,HYDERABAD,TELANGANA,500089.0,IN,Shipped
402-5188332-6308343,MAJHAULIA,BIHAR,845454.0,IN,Shipped
406-1497026-9443544,GWALIOR,MADHYA PRADESH,474001.0,IN,Shipped
407-2404727-1249969,DAMAN,DADRA AND NAGAR,396210.0,IN,Shipped
171-4975675-8067566,MADUKKARAI,TAMIL NADU,641105.0,IN,Shipped
402-1383841-4914747,Karunagappally,KERALA,690573.0,IN,Shipped
402-1383841-4914747,Karunagappally,KERALA,690573.0,IN,Shipped
402-3381063-0781161,Navi Mumbai,MAHARASHTRA,400705.0,IN,Shipped
405-0142994-5926769,CHENNAI,TAMIL NADU,600033.0,IN,Shipped
405-0142994-5926769,CHENNAI,TAMIL NADU,600033.0,IN,Shipped
171-5861434-1964322,HYDERABAD,TELANGANA,500029.0,IN,Shipped
402-1754049-5339508,LUCKNOW,UTTAR PRADESH,226018.0,IN,Shipped
407-7176346-6577130,Kalyan West,MAHARASHTRA,421301.0,IN,Shipped
171-7471032-1377954,BENGALURU,KARNATAKA,560076.0,IN,Shipped
407-9330793-8562715,Kolkata,WEST BENGAL,700032.0,IN,Shipped
406-2706597-7728316,NEW DELHI,DELHI,110033.0,IN,Shipped
407-5712671-6706754,Sangli,MAHARASHTRA,415301.0,IN,Shipped
405-7219738-1990732,Rishra,WEST BENGAL,712249.0,IN,Unknown
405-1094026-2299519,BENGALURU,KARNATAKA,560040.0,IN,Unshipped
407-3282858-0913944,Aurangabad,MAHARASHTRA,431003.0,IN,Shipped
402-1638893-2241103,BENGALURU,KARNATAKA,560099.0,IN,Shipped
405-6250851-2090735,BENGALURU,KARNATAKA,560077.0,IN,Shipped
405-6250851-2090735,BENGALURU,KARNATAKA,560077.0,IN,Shipped
171-2467885-1569149,MUMBAI,MAHARASHTRA,400097.0,IN,Shipped
404-0449932-9629954,CHENNAI,TAMIL NADU,600058.0,IN,Shipped
402-1401315-3619554,hyderabad,TELANGANA,500084.0,IN,Shipped
402-1401315-3619554,hyderabad,TELANGANA,500084.0,IN,Shipped
406-9346626-1090766,Berhampur,ODISHA,760001.0,IN,Shipped
406-9346626-1090766,Berhampur,ODISHA,760001.0,IN,Shipped
406-8995271-5258726,Berhampur,ODISHA,760001.0,IN,Shipped
171-3066579-6919546,PUNE,MAHARASHTRA,411008.0,IN,Shipped
407-6618627-2735569,PUNE,MAHARASHTRA,411007.0,IN,Shipped
407-6618627-2735569,PUNE,MAHARASHTRA,411007.0,IN,Shipped
404-4101613-8698765,HYDERABAD,TELANGANA,502319.0,IN,Cancelled
407-8484377-6352348,GURUGRAM,HARYANA,122505.0,IN,Shipped
405-6804709-0721962,NAGPUR,MAHARASHTRA,440027.0,IN,Shipped
402-8732531-3368305,GUWAHATI,ASSAM,781036.0,IN,Shipped
402-6215181-6909939,NEW DELHI,DELHI,110078.0,IN,Shipped
406-6149877-4428349,Bengaluru,KARNATAKA,560043.0,IN,Shipped
404-1878913-2508340,HYDERABAD,TELANGANA,500006.0,IN,Shipped
405-8865854-6698738,BENGALURU,KARNATAKA,560055.0,IN,Shipped
402-8621105-4597938,BHUBANESWAR,ODISHA,751024.0,IN,Shipped
405-5500801-0525925,NEW DELHI,DELHI,110024.0,IN,Shipped
408-5483838-3718753,BELTANGADI,KARNATAKA,574224.0,IN,Shipped
406-1164579-6683530,BENGALURU,KARNATAKA,560103.0,IN,Shipped
408-6073728-9997937,Pedaamiram,ANDHRA PRADESH,534204.0,IN,Shipped
171-4087347-7742747,GUNTUR,ANDHRA PRADESH,522006.0,IN,Shipped
406-1514096-9385942,Ghaziabad,UTTAR PRADESH,201002.0,IN,Shipped
171-9958086-9451518,KADAPA,ANDHRA PRADESH,516356.0,IN,Shipped
171-5430213-1149123,KADAPA,ANDHRA PRADESH,516356.0,IN,Shipped
404-1191982-9809906,KOTTAYAM,KERALA,686006.0,IN,Unknown
408-5971659-9029114,AURANGABAD,MAHARASHTRA,431009.0,IN,Shipped
408-4215371-7192332,HOSKOTE,KARNATAKA,562114.0,IN,Shipped
407-8062189-9145935,BENGALURU,KARNATAKA,560102.0,IN,Shipped
408-8273159-4265105,BENGALURU,KARNATAKA,560049.0,IN,Shipped
406-1773396-9113929,BENGALURU,KARNATAKA,560068.0,IN,Shipped
405-9070448-4342702,BENGALURU,KARNATAKA,560036.0,IN,Shipped
406-9519650-1279553,BIJPUR,UTTAR PRADESH,231223.0,IN,Shipped
407-0989654-7566753,PATNA,BIHAR,800007.0,IN,Unknown
402-6838728-2080356,WARDHA,MAHARASHTRA,442001.0,IN,Shipped
406-6108234-4893144,GURUGRAM,HARYANA,122009.0,IN,Shipped
408-8508163-2703561,FATEHABAD,HARYANA,125050.0,IN,Shipped
408-8508163-2703561,FATEHABAD,HARYANA,125050.0,IN,Shipped
408-8508163-2703561,FATEHABAD,HARYANA,125050.0,IN,Shipped
408-8508163-2703561,FATEHABAD,HARYANA,125050.0,IN,Shipped
408-1625494-4314764,FATEHABAD,HARYANA,125050.0,IN,Shipped
404-7774066-3345127,BOKARO STEEL CITY,JHARKHAND,827013.0,IN,Shipped
406-4656220-1004313,PUNE,MAHARASHTRA,411006.0,IN,Shipped
406-4656220-1004313,PUNE,MAHARASHTRA,411006.0,IN,Shipped
406-2621182-9937108,PUNE,MAHARASHTRA,411006.0,IN,Shipped
405-3917043-5026760,CHENNAI,TAMIL NADU,600074.0,IN,Shipped
405-4532793-6565913,HYDERABAD,TELANGANA,500010.0,IN,Shipped
171-8115772-7549114,MUMBAI,MAHARASHTRA,400066.0,IN,Shipped
404-4228942-1996343,KADEGAON,MAHARASHTRA,415304.0,IN,Shipped
171-2933002-7667544,SHIMLA,HIMACHAL PRADESH,171005.0,IN,Shipped
171-8354779-8514738,NAGPUR,MAHARASHTRA,440015.0,IN,Shipped
407-1738255-7871543,HYDERABAD,TELANGANA,500064.0,IN,Shipped
407-6756181-8208303,PUNE,MAHARASHTRA,411028.0,IN,Shipped
408-8144264-8325917,GUWAHATI,ASSAM,781028.0,IN,Shipped
408-8144264-8325917,GUWAHATI,ASSAM,781028.0,IN,Shipped
171-6293462-6370760,KONNAGAR,WEST BENGAL,712235.0,IN,Shipped
402-2000546-7525961,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,Shipped
402-9646648-6741100,MULAMTHURUTHY,KERALA,682314.0,IN,Cancelled
407-9973562-6335530,NEW DELHI,DELHI,110034.0,IN,Shipped
408-4023413-3491556,SECUNDERABAD,TELANGANA,500061.0,IN,Shipped
408-1556916-5571531,BENGALURU,KARNATAKA,560024.0,IN,Shipped
171-4796944-6041923,Totu,HIMACHAL PRADESH,171011.0,IN,Cancelled
407-9815175-7715562,UDMA,KERALA,671319.0,IN,Unknown
405-9620802-9307524,NELLORE,ANDHRA PRADESH,524004.0,IN,Unshipped
171-1979326-0273917,RAYAGIRI,TAMIL NADU,627764.0,IN,Shipped
171-9872005-3617935,BILASPUR,HIMACHAL PRADESH,171102.0,IN,Shipped
402-9551731-4261929,NEW DELHI,DELHI,110021.0,IN,Shipped
406-2834206-2650740,Hyderabad,TELANGANA,502032.0,IN,Shipped
406-3606209-0480305,KOLKATA,WEST BENGAL,700053.0,IN,Shipped
171-9737328-9068339,Navsari,Gujarat,396445.0,IN,Shipped
403-9386300-6961110,Bangalore,KARNATAKA,560016.0,IN,Shipped
405-4550346-5805109,BARNALA,PUNJAB,148109.0,IN,Shipped
405-9154802-4417130,JAUNPUR,UTTAR PRADESH,222001.0,IN,Shipped
171-5817102-9354721,AHMEDABAD,Gujarat,380054.0,IN,Shipped
407-8466193-3697907,MANDYA,KARNATAKA,571401.0,IN,Shipped
171-1732527-3258704,AKOLA,MAHARASHTRA,444101.0,IN,Shipped
405-3476222-0986719,HYDERABAD,TELANGANA,500083.0,IN,Shipped
405-1137081-1850730,HYDERABAD,TELANGANA,500079.0,IN,Shipped
408-0798497-0715560,KOLKATA,WEST BENGAL,700092.0,IN,Shipped
405-7872305-8756356,Dombivli(E),MAHARASHTRA,421203.0,IN,Shipped
406-8775662-6040352,GWALIOR,MADHYA PRADESH,474020.0,IN,Shipped
406-5635751-7814744,GWALIOR,MADHYA PRADESH,474020.0,IN,Shipped
405-8000234-4237120,PUNE,MAHARASHTRA,411041.0,IN,Shipped
171-6410613-7767548,NAVI MUMBAI,MAHARASHTRA,410210.0,IN,Shipped
408-1323988-1333949,KANCHIPURAM,TAMIL NADU,600059.0,IN,Shipped
404-2194126-7585156,KANNUR,KERALA,670571.0,IN,Shipped
403-1626761-4112302,HYDERABAD,TELANGANA,502319.0,IN,Shipped
404-3977864-9744321,KOLKATA,WEST BENGAL,700102.0,IN,Shipped
405-8652327-9918748,BENGALURU,KARNATAKA,560084.0,IN,Shipped
407-3447065-7292334,"MUMBAI,Malad West,Malvani.",MAHARASHTRA,400095.0,IN,Shipped
406-3241678-9712310,BOKARO STEEL CITY,JHARKHAND,827012.0,IN,Shipped
408-6590726-6670722,VILAYAT GIDC,Gujarat,392020.0,IN,Shipped
408-3443568-9779520,VILAYAT GIDC,Gujarat,392020.0,IN,Shipped
408-3443568-9779520,VILAYAT GIDC,Gujarat,392020.0,IN,Shipped
406-2223897-1184313,KHAMMAM,TELANGANA,507002.0,IN,Shipped
402-6990848-8176361,MANGALURU,KARNATAKA,575003.0,IN,Shipped
404-6137662-6606727,HYDERABAD,TELANGANA,500083.0,IN,Shipped
404-1528651-8384308,BENGALURU,KARNATAKA,560036.0,IN,Shipped
171-8224036-3044323,GURUGRAM,HARYANA,122001.0,IN,Shipped
403-3986638-7292365,SIPCOT PERUNDURAI,TAMIL NADU,638052.0,IN,Shipped
404-9445554-0009126,KOLKATA,WEST BENGAL,700084.0,IN,Shipped
403-1177905-6744330,PUNE,MAHARASHTRA,411038.0,IN,Shipped
171-2455701-0960350,Maraimalainagar,TAMIL NADU,603209.0,IN,Shipped
406-7604735-7129135,Mumbai,MAHARASHTRA,400081.0,IN,Shipped
405-0190551-1582739,KALAMASSERY,KERALA,682021.0,IN,Unknown
406-0260556-1768361,MYSURU,KARNATAKA,570017.0,IN,Shipped
171-8602675-3441906,BENGALURU,KARNATAKA,560068.0,IN,Shipped
407-9815105-0249903,Kishanganj,BIHAR,855115.0,IN,Shipped
406-3314085-6102757,HYDERABAD,TELANGANA,500089.0,IN,Shipped
407-0041312-7583565,THIRUVANANTHAPURAM,KERALA,695581.0,IN,Shipped
406-5212808-4982747,BETTIAH,BIHAR,845438.0,IN,Shipped
404-6182045-6773137,AHMEDABAD,Gujarat,380015.0,IN,Shipped
404-4842089-9100365,AHMEDABAD,Gujarat,380015.0,IN,Shipped
403-9762872-1529112,GURUGRAM,HARYANA,122017.0,IN,Shipped
407-9199038-5476330,Bangalore,KARNATAKA,560083.0,IN,Shipped
402-9985740-6994711,Dist Alipurduar,WEST BENGAL,735214.0,IN,Shipped
171-2032233-0305133,BARSUR,CHHATTISGARH,494441.0,IN,Shipped
406-9684593-1409145,CHENNAI,TAMIL NADU,602117.0,IN,Shipped
403-5898805-1425935,PANMANA,KERALA,691583.0,IN,Shipped
403-5103230-8961927,PANMANA,KERALA,691583.0,IN,Shipped
407-5818545-8129135,sankra,CHHATTISGARH,492112.0,IN,Shipped
171-6251170-5071549,CHENNAI,TAMIL NADU,600117.0,IN,Unknown
404-9371281-1603507,HYDERABAD,TELANGANA,500005.0,IN,Shipped
405-0890112-1339513,Bengaluru,KARNATAKA,560076.0,IN,Shipped
406-9300151-3458725,NAMCHI,SIKKIM,737126.0,IN,Shipped
406-6779001-4088358,NAMCHI,SIKKIM,737126.0,IN,Cancelled
406-7355996-4809118,Ahemdabad,Gujarat,380058.0,IN,Shipped
406-2947501-1309952,SIDCUL HARIDWAR,UTTARAKHAND,249403.0,IN,Shipped
408-7235380-6991554,MUMBAI,MAHARASHTRA,400074.0,IN,Unknown
408-7235380-6991554,MUMBAI,MAHARASHTRA,400074.0,IN,Unknown
408-7235380-6991554,MUMBAI,MAHARASHTRA,400074.0,IN,Unknown
408-3526661-0965957,CHENNAI,TAMIL NADU,600083.0,IN,Unshipped
171-7796625-7797904,BOISAR,MAHARASHTRA,401501.0,IN,Unknown
407-2558196-2748319,MYSURU,KARNATAKA,570004.0,IN,Shipped
406-6182057-8958767,THODUPUZHA,KERALA,685595.0,IN,Shipped
406-1017854-8859535,Gurugram,HARYANA,122001.0,IN,Shipped
408-5558170-0080344,THIRUVIDAIMARUDUR,TAMIL NADU,612104.0,IN,Shipped
408-6539891-7501929,THANE,MAHARASHTRA,400605.0,IN,Shipped
403-7315245-3669152,BENGALURU,KARNATAKA,560100.0,IN,Shipped
408-2874655-3175563,THANE,MAHARASHTRA,400605.0,IN,Shipped
404-4306865-0981913,JAMMU,JAMMU & KASHMIR,180007.0,IN,Unshipped
