orderid,fulfillment,shipservicelevel
404-3370292-0401110,Amazon,Expedited
404-3370292-0401110,Amazon,Expedited
404-8606213-6076346,Merchant,Standard
403-3999249-0570763,Amazon,Expedited
404-1227975-7409927,Amazon,Expedited
407-1752636-9445159,Amazon,Expedited
408-4376013-4211521,Amazon,Expedited
404-6204825-9085913,Amazon,Expedited
404-5211118-9997102,Amazon,Expedited
403-7659532-1672336,Amazon,Expedited
408-0200358-6041967,Amazon,Expedited
403-5857689-3532303,Amazon,Expedited
404-5172601-7596324,Amazon,Expedited
402-7765194-7677124,Merchant,Standard
402-2836291-6832332,Amazon,Expedited
407-7032900-9102725,Merchant,Standard
406-0843035-6872369,Merchant,Standard
171-3045745-1353956,Merchant,Standard
171-9512438-9389959,Amazon,Expedited
403-1891157-7625125,Amazon,Expedited
171-6513341-1148308,Merchant,Standard
406-5248033-8120310,Amazon,Expedited
405-6003990-2038700,Amazon,Expedited
404-1941839-3360319,Amazon,Expedited
171-4848506-9169918,Merchant,Standard
408-4397078-1877956,Amazon,Expedited
408-1387279-5661926,Amazon,Expedited
406-0317784-3647538,Amazon,Expedited
171-1582874-8197145,Amazon,Expedited
402-8481865-0845924,Amazon,Expedited
402-8481865-0845924,Amazon,Expedited
407-8699712-7129943,Amazon,Expedited
402-5282932-6585941,Amazon,Expedited
171-5393695-9460348,Amazon,Expedited
408-7664192-2708342,Merchant,Standard
405-8581606-2167554,Amazon,Expedited
405-4334043-4668361,Amazon,Expedited
171-7759791-4183521,Amazon,Expedited
402-1336989-5856302,Amazon,Expedited
405-8393493-7140339,Amazon,Expedited
404-4780618-5588361,Amazon,Expedited
405-8531562-6961911,Amazon,Expedited
405-8531562-6961911,Amazon,Expedited
408-1525442-6252335,Merchant,Standard
404-6495532-6034723,Merchant,Standard
402-7404364-7825927,Amazon,Expedited
402-7304109-3469944,Merchant,Standard
408-5261111-7951542,Merchant,Standard
171-5012923-4608350,Amazon,Expedited
403-6083581-0026753,Amazon,Expedited
403-7019094-1113158,Amazon,Expedited
408-4613638-7006765,Amazon,Expedited
171-4115262-8763502,Amazon,Expedited
407-2362284-4507534,Merchant,Standard
406-3632521-5060318,Merchant,Standard
408-6016431-2842735,Amazon,Expedited
407-3875557-5277938,Amazon,Expedited
402-1856762-7029928,Merchant,Standard
171-7807544-4931504,Amazon,Expedited
406-3934679-9617915,Amazon,Expedited
407-1739162-7473945,Amazon,Expedited
171-5699218-3238749,Merchant,Standard
405-9324401-8700345,Amazon,Expedited
171-0853416-8442754,Amazon,Expedited
408-7733659-5569911,Amazon,Expedited
405-3822611-8737151,Amazon,Expedited
402-7248383-3839525,Amazon,Expedited
405-9376741-6381951,Amazon,Expedited
408-2205948-2498738,Amazon,Expedited
406-4092243-2219507,Amazon,Expedited
405-1197758-1637964,Amazon,Expedited
408-4448823-4227532,Merchant,Standard
408-2270446-9905109,Merchant,Standard
403-5057919-7279569,Merchant,Standard
402-0688231-1653124,Amazon,Expedited
408-0983994-1719528,Merchant,Standard
171-9750522-7013130,Amazon,Expedited
171-0797172-0785118,Amazon,Expedited
402-8944644-5629159,Amazon,Expedited
408-0908889-7114705,Amazon,Expedited
171-1044209-0397941,Amazon,Expedited
408-2819622-6873118,Amazon,Expedited
171-6570206-9761930,Amazon,Expedited
403-5482332-6106756,Amazon,Expedited
403-2334781-1809110,Merchant,Standard
403-2334781-1809110,Merchant,Standard
403-2334781-1809110,Merchant,Standard
403-4785424-4678724,Amazon,Expedited
408-6177793-2667547,Merchant,Standard
406-5847249-9958750,Amazon,Expedited
408-3345680-3780344,Amazon,Expedited
402-6142342-9924348,Amazon,Expedited
402-6142342-9924348,Amazon,Expedited
402-2710300-6710716,Merchant,Standard
402-2710300-6710716,Merchant,Standard
402-2710300-6710716,Merchant,Standard
403-2596702-6514760,Amazon,Expedited
405-8485793-2548363,Amazon,Expedited
402-8557730-0072324,Amazon,Expedited
405-4565903-4299568,Amazon,Expedited
407-4003600-0896357,Amazon,Expedited
403-8771299-4105945,Amazon,Expedited
403-6673881-9872368,Merchant,Standard
405-7622200-4691562,Amazon,Expedited
406-2454684-7585134,Amazon,Expedited
171-6287821-0153166,Amazon,Expedited
408-0782945-5040343,Amazon,Expedited
171-3264758-6929169,Amazon,Expedited
171-1587240-6125147,Merchant,Standard
406-2079098-8789933,Amazon,Expedited
404-4693257-2362768,Amazon,Expedited
408-2348004-6239507,Merchant,Standard
406-7922708-4077955,Amazon,Expedited
402-0630407-8338763,Merchant,Standard
406-6707372-0006700,Amazon,Expedited
408-8650666-8560353,Merchant,Standard
408-5991216-1716364,Amazon,Expedited
405-4962143-9534708,Amazon,Expedited
408-6924949-4621941,Amazon,Expedited
403-8181676-8705930,Amazon,Expedited
407-2975264-9647531,Merchant,Standard
403-2105935-0090702,Merchant,Standard
171-8348578-5607506,Amazon,Expedited
403-3329838-9233131,Amazon,Expedited
407-5263296-1014753,Amazon,Expedited
404-2456272-1917924,Amazon,Expedited
404-9270302-7523523,Merchant,Standard
171-5520364-6189957,Amazon,Expedited
171-3696524-5536358,Amazon,Expedited
406-2081505-1858706,Amazon,Expedited
405-4998509-2410735,Amazon,Expedited
405-1536760-2101952,Merchant,Standard
406-2282143-0463568,Amazon,Expedited
403-2240141-6287513,Amazon,Expedited
408-9642457-7973163,Amazon,Expedited
402-1066956-4303566,Amazon,Expedited
402-5662161-8277132,Amazon,Expedited
408-8447246-2180344,Merchant,Standard
403-1799426-0294728,Amazon,Expedited
407-6159634-3080303,Merchant,Standard
402-9595202-8226739,Amazon,Expedited
407-2258000-0430715,Merchant,Standard
408-4225652-6758727,Merchant,Standard
404-1122446-4561116,Amazon,Expedited
405-9347902-5844303,Amazon,Expedited
407-2591048-6591534,Amazon,Expedited
403-2805557-0853950,Amazon,Expedited
171-3497301-6427555,Amazon,Expedited
402-5034342-3023569,Amazon,Expedited
171-5312004-9387546,Amazon,Expedited
407-8867334-1140354,Merchant,Standard
406-9446954-7062714,Merchant,Standard
406-7321631-8224320,Amazon,Expedited
405-5586805-1537908,Merchant,Standard
407-6094579-5686709,Amazon,Expedited
406-7090376-3457165,Amazon,Expedited
404-8504076-8217919,Merchant,Standard
404-2338206-0142767,Amazon,Expedited
408-4635432-3177965,Merchant,Standard
408-4635432-3177965,Merchant,Standard
402-8685807-6032334,Amazon,Expedited
171-8863915-6445930,Merchant,Standard
171-6103825-5120367,Amazon,Expedited
405-2532640-9495525,Merchant,Standard
408-6919175-4014737,Merchant,Standard
408-1377893-4201968,Amazon,Expedited
408-1377893-4201968,Amazon,Expedited
408-1377893-4201968,Amazon,Expedited
407-2973647-3153939,Merchant,Standard
406-5435432-0242769,Amazon,Expedited
405-4144703-2222723,Merchant,Standard
402-9928883-7464330,Merchant,Standard
402-5473230-2701115,Amazon,Expedited
404-7417784-3337165,Amazon,Expedited
403-3193172-0396353,Amazon,Expedited
402-7778700-7263507,Amazon,Expedited
403-0357124-9386757,Amazon,Expedited
406-5751061-5681917,Amazon,Expedited
407-4444511-1581134,Amazon,Expedited
405-7791614-9473957,Amazon,Expedited
408-8445227-5237120,Merchant,Standard
407-7811221-3173150,Amazon,Expedited
407-1707867-1636331,Amazon,Expedited
171-3516560-6733154,Amazon,Expedited
405-3663704-8509900,Amazon,Expedited
407-8179925-9973912,Amazon,Expedited
408-4617588-3569908,Amazon,Expedited
408-1829693-5283553,Amazon,Expedited
171-1154588-6404304,Merchant,Standard
405-3416487-9394707,Merchant,Standard
171-8884808-4298724,Amazon,Expedited
405-1594860-1671550,Amazon,Expedited
404-9870920-0576312,Merchant,Standard
404-9462174-8728314,Merchant,Standard
405-6565611-0863510,Amazon,Expedited
404-5696872-3444314,Merchant,Standard
402-6675041-6139565,Amazon,Expedited
402-5346427-0989143,Amazon,Expedited
405-7653099-6429160,Amazon,Expedited
406-4113286-8981964,Amazon,Expedited
404-7667939-5506720,Amazon,Expedited
407-4062685-5614768,Amazon,Expedited
402-8221994-9144305,Amazon,Expedited
405-3616485-1287557,Amazon,Expedited
405-4810338-2320326,Amazon,Expedited
402-8277187-0355525,Amazon,Expedited
404-8580539-8801920,Amazon,Expedited
405-6575169-1710717,Amazon,Expedited
408-0100238-4889935,Amazon,Expedited
402-4283024-0541101,Merchant,Standard
402-1664225-8969155,Merchant,Standard
402-1664225-8969155,Merchant,Standard
402-8088525-2997108,Amazon,Expedited
405-8772606-5061131,Amazon,Expedited
406-3305547-3686710,Amazon,Expedited
402-3371998-4183556,Amazon,Expedited
171-2567441-8984357,Amazon,Expedited
403-4525295-5316340,Amazon,Expedited
404-8643821-6142725,Amazon,Expedited
404-5160980-1137124,Merchant,Standard
405-3589580-3997913,Amazon,Expedited
405-4731048-2917164,Amazon,Expedited
407-6923106-9409118,Amazon,Expedited
406-6197264-6778753,Amazon,Expedited
406-3388542-6578713,Amazon,Expedited
403-6562456-6880358,Amazon,Expedited
405-9573397-6592342,Amazon,Expedited
403-1855610-2487568,Amazon,Expedited
405-9764204-6129955,Amazon,Expedited
404-8987122-2033115,Merchant,Standard
404-0861355-2970727,Amazon,Expedited
404-0861355-2970727,Amazon,Expedited
402-0831137-4853159,Amazon,Expedited
408-9250434-4896326,Amazon,Expedited
407-7672746-4267530,Merchant,Standard
171-7073993-4094733,Amazon,Expedited
402-6767778-0781934,Amazon,Expedited
408-2289950-3848312,Amazon,Standard
407-4269099-5537949,Amazon,Expedited
405-8849473-1733917,Amazon,Expedited
406-3911153-6663553,Amazon,Expedited
405-8058026-5848350,Amazon,Expedited
171-7748950-3850713,Merchant,Standard
405-4814700-1620309,Amazon,Expedited
408-4107252-9660303,Amazon,Expedited
407-8643613-5901912,Amazon,Expedited
405-6493068-8012320,Amazon,Expedited
402-1714969-7265966,Amazon,Expedited
408-1908594-7761169,Amazon,Standard
408-8628196-5881942,Amazon,Expedited
407-6374870-3377928,Amazon,Expedited
408-6930414-9332323,Amazon,Standard
408-9031724-4448302,Amazon,Standard
405-4509800-2397918,Merchant,Standard
407-2169109-1306713,Merchant,Standard
405-0582648-1113151,Amazon,Expedited
404-8719894-3293153,Amazon,Expedited
406-6965931-4562702,Amazon,Expedited
408-8659417-9977901,Merchant,Standard
408-2959969-0129964,Amazon,Expedited
408-9822177-5234707,Amazon,Expedited
403-8823645-5181164,Amazon,Expedited
403-3452596-1413158,Amazon,Expedited
403-9777082-0300338,Amazon,Expedited
403-7990423-3476351,Merchant,Standard
407-1091918-4892336,Amazon,Expedited
404-7478762-7926753,Amazon,Expedited
404-7478762-7926753,Amazon,Expedited
403-4173226-7801112,Amazon,Expedited
406-5456610-6217124,Merchant,Standard
406-6480151-8107539,Amazon,Expedited
403-8779259-9697118,Amazon,Expedited
402-0256673-9857925,Merchant,Standard
407-5156228-1669165,Amazon,Expedited
406-3869949-8233151,Amazon,Expedited
407-6109531-3961148,Amazon,Expedited
407-6278783-8170721,Amazon,Expedited
404-9097841-1320355,Amazon,Expedited
407-1761332-6614705,Amazon,Expedited
408-9747921-6552310,Amazon,Expedited
405-9931934-2677105,Merchant,Standard
404-4073817-5236341,Amazon,Expedited
407-7243868-4055529,Merchant,Standard
404-0905151-4012332,Amazon,Expedited
404-0905151-4012332,Amazon,Expedited
403-0381055-7009966,Amazon,Expedited
403-0381055-7009966,Amazon,Expedited
403-0381055-7009966,Amazon,Expedited
406-0164794-0113125,Amazon,Expedited
406-0164794-0113125,Amazon,Expedited
403-5956907-4669142,Amazon,Expedited
408-9882400-8027542,Merchant,Standard
402-7437725-0345169,Amazon,Expedited
406-8553839-5012329,Amazon,Expedited
403-5962258-0477121,Amazon,Expedited
406-6692691-6039530,Amazon,Expedited
404-4869787-8034727,Amazon,Expedited
402-0430597-5231502,Merchant,Standard
405-2326874-6297137,Amazon,Expedited
403-5186728-8852366,Amazon,Expedited
404-1025822-7210730,Merchant,Standard
403-9288379-6424334,Amazon,Expedited
171-6882879-9738766,Merchant,Standard
408-9997972-0411544,Merchant,Standard
405-1278475-2369113,Amazon,Expedited
408-4251554-9551518,Amazon,Expedited
171-7141740-2711551,Amazon,Expedited
402-9257564-5053145,Amazon,Expedited
408-0290944-1259549,Amazon,Expedited
405-2279738-9456320,Amazon,Expedited
404-6129345-8277113,Amazon,Expedited
171-3898102-8402757,Merchant,Standard
407-9040663-0823566,Amazon,Expedited
402-5079522-8896321,Amazon,Expedited
404-7652245-0425103,Amazon,Expedited
402-2988805-5264308,Amazon,Expedited
171-4852671-2696346,Merchant,Standard
408-5055302-6140306,Amazon,Expedited
407-0530480-0576358,Merchant,Standard
403-3552651-1312359,Amazon,Expedited
407-2046414-0845944,Amazon,Expedited
407-4733113-9553108,Amazon,Expedited
402-0807056-6323566,Amazon,Expedited
407-2202452-4707556,Amazon,Expedited
407-6606392-6949123,Amazon,Expedited
171-8856537-1397959,Merchant,Standard
402-7757004-9627552,Amazon,Expedited
406-1042470-2997131,Amazon,Expedited
403-7557581-3415536,Amazon,Expedited
171-8366695-2888365,Amazon,Expedited
406-8788101-3033168,Merchant,Standard
402-7589486-0562761,Merchant,Standard
408-4473377-8450703,Amazon,Expedited
171-8796589-0005928,Amazon,Expedited
403-8499148-5672343,Merchant,Standard
402-1302172-9846726,Amazon,Expedited
402-5216954-4984347,Amazon,Expedited
407-9987690-4986713,Merchant,Standard
171-7032122-4502708,Amazon,Expedited
405-7893412-3249927,Amazon,Expedited
404-5469072-1907536,Amazon,Expedited
407-0324752-6505934,Amazon,Expedited
404-2034900-8515539,Amazon,Expedited
402-7039490-5441117,Amazon,Expedited
171-9976088-4097962,Amazon,Expedited
408-0360767-5017112,Merchant,Standard
406-3766998-8618768,Amazon,Expedited
403-4186042-2969102,Merchant,Standard
405-6812146-8592310,Amazon,Expedited
402-8062358-5444355,Amazon,Expedited
403-7187858-2275517,Amazon,Expedited
171-6795069-6392342,Merchant,Standard
402-6469774-6160319,Merchant,Standard
405-7628490-5332332,Amazon,Expedited
405-7628490-5332332,Amazon,Expedited
404-6041390-2405907,Merchant,Standard
407-5234227-3961136,Amazon,Expedited
405-9016205-7553933,Amazon,Expedited
405-6285833-2479528,Amazon,Expedited
408-5386091-9336306,Amazon,Expedited
403-5481294-7957928,Amazon,Expedited
408-9619101-1318767,Amazon,Standard
403-9744843-9996320,Amazon,Expedited
406-9480548-7693101,Amazon,Expedited
171-8403811-4499517,Amazon,Expedited
408-4563887-9018736,Amazon,Expedited
405-9251525-2201132,Merchant,Standard
406-1329342-2337951,Amazon,Expedited
408-7704567-9953168,Merchant,Standard
171-2702916-6143522,Merchant,Standard
171-0425193-9577929,Amazon,Expedited
407-7635536-1178755,Merchant,Standard
407-0726865-7987533,Merchant,Standard
402-5488497-1033935,Amazon,Expedited
171-8321298-6265121,Amazon,Expedited
403-5779486-2478729,Amazon,Expedited
408-0401573-6186701,Amazon,Expedited
405-7231028-8645968,Amazon,Expedited
171-2643767-2383541,Amazon,Expedited
405-6398123-6805933,Merchant,Standard
408-9741880-8454747,Merchant,Standard
407-9927607-7318729,Amazon,Expedited
171-9181746-2770749,Merchant,Standard
404-5612447-0656301,Amazon,Expedited
405-2877745-2280346,Merchant,Standard
403-8717835-8417929,Amazon,Expedited
404-1348227-3107560,Amazon,Expedited
403-6094724-8502762,Amazon,Expedited
408-8305539-8607522,Amazon,Expedited
404-6715734-1108300,Amazon,Expedited
403-1523886-4893904,Amazon,Expedited
405-1427493-4542705,Amazon,Expedited
406-0070548-5071533,Amazon,Expedited
171-0061826-2503521,Amazon,Expedited
407-3696018-8049115,Merchant,Standard
408-3597459-8072314,Merchant,Standard
408-7914411-0231567,Merchant,Standard
408-6778157-8983563,Amazon,Expedited
408-6778157-8983563,Amazon,Expedited
408-6778157-8983563,Amazon,Expedited
408-6778157-8983563,Amazon,Expedited
405-7515503-4109139,Amazon,Expedited
408-1109785-4341142,Amazon,Expedited
408-3406758-8412300,Merchant,Standard
405-8774879-7201139,Amazon,Expedited
403-3407785-9477130,Amazon,Expedited
408-8302085-3105108,Merchant,Standard
404-1769970-9261950,Amazon,Expedited
406-6521556-4005926,Amazon,Expedited
408-7142634-8209915,Merchant,Standard
407-6025735-9805927,Amazon,Expedited
171-3899166-0944306,Merchant,Standard
405-6854165-3003543,Merchant,Standard
408-5941827-0499515,Merchant,Standard
407-7528214-3230713,Amazon,Expedited
407-7465218-4642715,Merchant,Standard
408-8670769-7294713,Merchant,Standard
171-9777478-5570716,Amazon,Expedited
408-8401373-4091541,Merchant,Standard
405-5278889-7424344,Amazon,Expedited
402-6102476-5957945,Amazon,Expedited
405-7824994-9497108,Amazon,Expedited
406-3118945-6943501,Amazon,Expedited
402-9050647-1001948,Merchant,Standard
402-9050647-1001948,Merchant,Standard
402-8508102-8205929,Amazon,Expedited
171-1077094-8460354,Amazon,Expedited
407-5789653-5620329,Merchant,Standard
402-8872106-5769942,Amazon,Expedited
405-4429106-8201936,Amazon,Expedited
402-6147455-7120318,Merchant,Standard
405-5171282-5252335,Amazon,Expedited
405-5773896-9062739,Amazon,Expedited
171-6400746-2493159,Amazon,Expedited
403-6618874-9795562,Amazon,Expedited
408-6081085-7231524,Amazon,Expedited
405-1472936-7023547,Amazon,Expedited
403-7886538-6609948,Merchant,Standard
402-8215677-4776351,Amazon,Expedited
408-1943885-6235541,Amazon,Expedited
403-4838561-9251513,Amazon,Expedited
403-0619409-6085957,Amazon,Expedited
171-4965593-6136320,Merchant,Standard
171-9555351-4961109,Merchant,Standard
171-2021569-2809919,Amazon,Expedited
403-6925265-8157929,Amazon,Expedited
403-2642222-2905133,Merchant,Standard
408-2004449-6350760,Amazon,Expedited
406-5373093-8391536,Amazon,Expedited
403-7733147-0030721,Amazon,Expedited
406-3386353-9708310,Amazon,Expedited
171-8343254-2042762,Merchant,Standard
408-1684303-4174760,Amazon,Expedited
408-1939925-0974735,Amazon,Expedited
404-2128730-6924360,Amazon,Expedited
408-7798096-6116356,Amazon,Expedited
408-7798096-6116356,Amazon,Expedited
408-7798096-6116356,Amazon,Expedited
408-7798096-6116356,Amazon,Expedited
408-7798096-6116356,Amazon,Expedited
408-0304814-7806756,Merchant,Standard
408-0304814-7806756,Merchant,Standard
408-0304814-7806756,Merchant,Standard
408-0304814-7806756,Merchant,Standard
408-0304814-7806756,Merchant,Standard
404-2297362-3062766,Merchant,Standard
408-1759129-6992355,Merchant,Standard
403-3081718-5052365,Merchant,Standard
171-9259473-7667520,Amazon,Expedited
171-2915678-2366721,Amazon,Expedited
408-8948633-8521900,Amazon,Standard
406-2245463-2680306,Amazon,Expedited
404-9066453-5956354,Amazon,Expedited
406-3170031-4965929,Amazon,Expedited
406-2797935-5850720,Amazon,Expedited
406-2797935-5850720,Amazon,Expedited
406-3383857-8159554,Amazon,Expedited
404-0147269-8120350,Amazon,Expedited
408-2119504-9432360,Amazon,Expedited
403-7265677-3982713,Merchant,Standard
403-1672810-7875548,Merchant,Standard
406-2782655-2006727,Merchant,Standard
171-3519449-1856316,Amazon,Expedited
408-0555490-6245927,Amazon,Expedited
408-0187228-3575512,Merchant,Standard
404-6078612-2712363,Amazon,Expedited
406-9838692-4397115,Amazon,Expedited
402-1142198-6127552,Merchant,Standard
171-8979098-8019507,Merchant,Standard
407-3372628-6827539,Amazon,Expedited
171-0980661-9053147,Amazon,Expedited
404-0652755-6181138,Amazon,Expedited
403-5105892-4929145,Amazon,Expedited
402-8153832-7938744,Amazon,Expedited
402-4569915-9742711,Merchant,Standard
406-7455558-9750768,Amazon,Expedited
404-5167387-3329926,Amazon,Expedited
402-1774141-5620355,Amazon,Expedited
408-3707474-7973948,Merchant,Standard
405-6535051-0840328,Amazon,Expedited
171-3948959-6421154,Merchant,Standard
404-7164315-9695556,Amazon,Expedited
